代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="002183"	怡 亚 通	10.03	9.98	0.91	9.97	9.98	854435	8655	          0.10	          8.66	9.11	9.98	9.11	9.07	    32.33	832950144	  2.61	仓储物流	深圳	 9.59	9.75	392667	461768	  0.85	819	5324	--  	      98612.63	
="601388"	怡球资源	10.02	9.22	0.84	9.22	--  	372154	10	          0.32	         16.72	8.38	9.22	8.36	8.38	   435.54	333729568	  6.28	铝	江苏	10.26	8.97	161888	210266	  0.77	152085	0	--  	      22254.05	
="300340"	科恒股份	10.01	19.68	1.79	19.68	--  	69681	48	          0.00	          9.61	17.97	19.68	17.86	17.89	   943.34	132846392	  3.09	元器件	广东	10.17	19.06	32170	37511	  0.86	11128	0	--  	       7254.27	
="600391"	成发科技	9.98	19.07	1.73	19.07	--  	418228	10	          0.00	         12.67	17.80	19.07	17.80	17.34	   141.42	789158848	  1.99	航空航天	四川	 7.32	18.87	239770	178458	  1.34	53093	0	--  	      33012.94	
="601801"	皖新传媒	9.82	16.44	1.47	16.43	16.44	350897	50	         -0.18	          3.86	14.99	16.47	14.99	14.97	    22.48	569400256	  3.20	出版业	安徽	 9.89	16.23	208365	142532	  1.46	7	56	--  	      91000.00	
="600990"	四创电子	7.94	38.22	2.81	38.21	38.23	47386	10	          0.02	          3.47	35.80	38.60	35.80	35.41	   310.39	176624960	  1.45	通信设备	安徽	 7.91	37.27	21754	25632	  0.85	66	1	--  	      13670.20	
="600888"	新疆众和	7.62	6.92	0.49	6.91	6.92	293201	17	         -0.28	          4.57	6.45	7.04	6.40	6.43	--  	199432448	  2.59	铝	新疆	 9.95	6.80	129040	164161	  0.79	208	75	--  	      64122.58	
="300155"	安居宝	7.42	14.48	1.00	14.47	14.48	86540	1671	          0.34	          4.87	13.60	14.50	13.60	13.48	    81.81	123139096	  2.65	元器件	广东	 6.68	14.23	34979	51561	  0.68	853	530	--  	      17771.72	
="002444"	巨星科技	7.31	11.01	0.75	11.00	11.01	120728	1446	         -0.09	          1.38	10.36	11.04	10.26	10.26	    25.46	130160248	  2.32	轻工机械	浙江	 7.60	10.78	42605	78123	  0.55	167	319	--  	      87460.32	
="000768"	中航飞机	7.23	13.80	0.93	13.79	13.80	750216	8773	          0.00	          3.21	12.90	13.85	12.90	12.87	--  	1017572800	  2.40	航空航天	陕西	 7.38	13.56	329522	420694	  0.78	1535	1715	--  	     233980.20	
="000153"	丰原药业	6.98	9.50	0.62	9.49	9.50	189931	3277	          0.21	          6.61	8.81	9.62	8.74	8.88	    79.12	177991024	  1.21	化学制药	安徽	 9.91	9.37	76809	113122	  0.68	290	920	--  	      28714.51	
="002452"	长高集团	6.85	11.55	0.74	11.54	11.55	75185	1704	          0.08	          4.93	10.81	11.57	10.81	10.81	    32.76	85203072	  1.40	电气设备	湖南	 7.03	11.33	27696	47489	  0.58	78	860	--  	      15237.00	
="000953"	河池化工	6.64	6.26	0.39	6.26	6.27	56738	1094	          0.32	          1.93	5.86	6.31	5.84	5.87	--  	34388536	  1.31	农药化肥	广西	 8.01	6.06	25862	30876	  0.84	27	3422	--  	      29404.15	
="000567"	海德股份	6.51	12.10	0.74	12.10	12.11	60465	613	         -0.08	          4.59	11.33	12.46	11.30	11.36	   144.23	72153528	  2.90	区域地产	海南	10.21	11.93	19240	41225	  0.47	28	67	--  	      13168.76	
="600283"	钱江水利	6.27	9.32	0.55	9.31	9.32	131705	41	          0.00	          4.62	8.75	9.60	8.75	8.77	   137.85	121355240	  2.33	水务	浙江	 9.69	9.21	47621	84084	  0.57	71	21	--  	      28533.00	
="600664"	哈药股份	5.99	7.08	0.40	7.07	7.08	352285	5	          0.00	          3.34	6.77	7.28	6.74	6.68	    21.19	247865360	  3.76	化学制药	黑龙江	 8.08	7.04	170716	181569	  0.94	115	160	--  	     105338.95	
="002639"	雪人股份	5.93	17.32	0.97	17.32	17.33	48599	226	          0.87	          5.22	16.27	17.43	16.12	16.35	   367.39	82876200	  1.86	专用机械	福建	 8.01	17.05	20203	28396	  0.71	11	161	--  	       9302.79	
="002662"	京威股份	5.89	11.15	0.62	11.14	11.15	59128	307	          0.17	          3.94	10.55	11.20	10.42	10.53	    20.36	64711648	  0.63	汽车配件	北京	 7.41	10.94	25719	33409	  0.77	95	3	--  	      14998.71	
="000596"	古井贡酒	5.66	26.69	1.43	26.69	26.70	59789	411	         -0.03	          1.56	25.08	26.73	24.90	25.26	    18.78	155355600	  1.68	白酒	安徽	 7.24	25.98	24550	35239	  0.70	292	281	--  	      38359.91	
="600595"	中孚实业	5.45	5.22	0.27	5.21	5.22	313523	19	          0.19	          2.07	4.93	5.26	4.91	4.95	    31.93	160506976	  0.93	铝	河南	 7.07	5.12	142064	171459	  0.83	1151	572	--  	     151487.38	
="000967"	上风高科	5.45	10.84	0.56	10.83	10.84	94753	376	          0.09	          3.86	10.40	10.93	10.26	10.28	    59.66	101321224	  3.43	电气设备	浙江	 6.52	10.69	35387	59366	  0.60	1	135	--  	      24576.49	
="300258"	精锻科技	5.40	16.97	0.87	16.97	16.98	27865	213	         -0.17	          1.68	16.23	17.02	16.05	16.10	    24.43	46672600	  1.81	汽车配件	江苏	 6.02	16.75	9214	18651	  0.49	850	15	--  	      16592.81	
="002201"	九鼎新材	5.40	10.93	0.56	10.91	10.93	31044	148	          0.27	          1.85	10.43	10.96	10.43	10.37	   412.07	33269918	  1.20	玻璃	江苏	 5.11	10.72	15363	15681	  0.98	113	4	--  	      16743.57	
="002081"	金 螳 螂	5.23	17.52	0.87	17.51	17.52	168302	3391	          0.11	          1.02	16.68	17.55	16.51	16.65	    18.99	288238304	  1.47	装修装饰	江苏	 6.25	17.13	59633	108669	  0.55	1411	232	--  	     165806.23	
="002558"	世纪游轮	5.19	26.94	1.33	26.93	26.94	18781	91	          0.00	          5.79	25.75	27.22	25.36	25.61	   677.59	50441408	  4.35	旅游服务	重庆	 7.26	26.86	6142	12639	  0.49	11	91	--  	       3244.39	
="002032"	苏 泊 尔	5.15	15.30	0.75	15.29	15.30	24758	402	          0.39	          0.73	14.55	15.31	14.55	14.55	    14.63	37029628	  3.13	家用电器	浙江	 5.22	14.96	7309	17449	  0.42	80	154	--  	      33906.17	
="300211"	亿通科技	5.14	22.28	1.09	--  	--  	9798	11	          0.13	          2.07	21.03	22.49	20.91	21.19	   102.39	21361802	  0.91	通信设备	江苏	 7.46	21.80	3349	6449	  0.52	0	0	--  	       4739.52	
="002540"	亚太科技	4.98	14.33	0.68	14.33	14.35	84342	932	          0.20	          3.35	13.71	14.38	13.71	13.65	    31.74	119186216	  1.03	铝	江苏	 4.91	14.13	36518	47824	  0.76	204	147	--  	      25167.34	
="002418"	康盛股份	4.94	11.04	0.52	11.04	11.05	70084	809	          0.27	          4.29	10.53	11.05	10.53	10.52	--  	76287888	  2.23	机械基件	浙江	 4.94	10.89	28914	41170	  0.70	319	605	--  	      16338.44	
="002141"	蓉胜超微	4.94	11.48	0.54	11.47	11.48	43285	195	          0.00	          2.38	11.01	11.55	11.00	10.94	  3128.67	49326260	  1.61	元器件	广东	 5.03	11.40	17037	26248	  0.65	106	1925	--  	      18188.80	
="600135"	乐凯胶片	4.89	12.43	0.58	12.40	12.44	150106	374	          0.64	          4.39	11.88	12.50	11.80	11.85	   111.28	182814768	  2.30	化工原料	河北	 5.91	12.18	53733	96373	  0.56	1675	363	--  	      34200.00	
="002544"	杰赛科技	4.89	12.22	0.57	12.21	12.22	147075	1238	          0.32	          2.90	11.96	12.28	11.80	11.65	   110.74	177957520	  1.51	软件服务	广东	 4.12	12.10	65658	81417	  0.81	446	78	--  	      50635.66	
="000710"	天兴仪表	4.85	12.98	0.60	12.96	12.98	64834	905	          0.15	          4.29	12.28	12.99	12.16	12.38	--  	82134704	  2.06	汽车配件	四川	 6.70	12.67	27896	36938	  0.76	158	706	--  	      15120.00	
="002672"	东江环保	4.81	32.49	1.49	32.49	32.50	31388	214	          0.06	          2.48	31.11	32.55	31.11	31.00	    41.44	100801624	  1.13	环境保护	广东	 4.65	32.11	12889	18499	  0.70	266	438	--  	      12657.33	
="002650"	加加食品	4.77	11.20	0.51	11.20	11.21	127253	1634	         -0.35	          5.67	10.75	11.25	10.69	10.69	    31.65	140732576	  1.81	食品	湖南	 5.24	11.06	55459	71794	  0.77	1586	613	--  	      22439.23	
="300178"	腾邦国际	4.70	20.70	0.93	20.69	20.70	84905	1119	         -0.09	          5.52	19.91	20.80	19.80	19.77	    43.34	173013312	  1.29	旅游服务	深圳	 5.06	20.38	37524	47381	  0.79	13	135	--  	      15392.00	
="002693"	双成药业	4.64	13.77	0.61	13.77	13.78	49566	333	          0.00	          3.71	13.10	13.86	13.10	13.16	    69.37	67560528	  1.53	化学制药	海南	 5.78	13.63	19972	29594	  0.67	133	263	--  	      13371.20	
